503,485
502,469
501,454
500,441
500,432
499,419
498,410
497,406
496,387
495,358
493,341
491,312
491,294
490,281
490,271
489,259
263,113
266,100
269,87
271,80
277,59
282,44
287,31
295,19
262,81
257,78
251,74
246,70
236,58
231,48
304,105
180,275
189,269
226,235
154,276
146,267
140,257
132,246
126,239
117,227
110,218
106,213
99,204
89,190
84,181
314,157
318,153
322,149
327,144
334,138
342,133
716,188
716,197
716,207
716,223
719,226
226,231
2,410
7,405
13,401
19,397
26,392
35,384
45,377
51,372
57,367
64,363
70,357
75,354
83,348
93,340
99,335
111,327
117,321
121,319
127,315
134,309
143,302
152,295
158,290
168,283
175,277
184,272
190,266
160,281
154,276
148,268
142,260
133,249
126,239
117,227
110,219
104,209
95,198
89,190
83,179
76,167
71,149
64,134
55,115
50,99
41,81
395,601
406,580
418,557
428,536
438,517
444,505
452,482
452,461
452,435
452,414
451,390
451,365
19, 396
40, 379
62, 363
91, 339
134, 305
174, 280
207, 251
231, 209
243, 168
257, 120
270, 72
288, 26
21, 31
33, 61
43, 88
62, 129
74, 165
95, 194
132, 246
146, 271
164, 332
173, 394
186, 470
194, 587
493, 345
492, 303
485, 204
461, 122
394, 28
439, 25
446, 243
450, 488
451, 389
406, 578
505, 542
501, 500
498, 444
521, 438
567, 441
626, 439
697, 442
699, 645
703, 584
702, 517
707, 436
711, 376
716, 215
715, 101
715, 36
451,434
452,417
451,394
499,439
494,439
506,439
499,445
498,425
451,378
448,280
448,268
447,241
484,189
481,172
471,141
444,92
443,109
444,116
444,124
449,100
452,106
457,114
461,122
253,138
256,137
257,125
264,98
266,92
268,92
272,71
310,3
313,4
304,8
302,8
301,9
302,10
303,11
302,12
304,12
154,293
156,294
166,286
172,281
177,278
169,280
163,283
163,293
150,298
148,299
141,302
312,3
309,4
307,8
302,9
302,14
297,16
296,20
293,23
289,27
286,35
283,41
282,47
281,49
280,53
278,58
277,63
275,67
274,73
272,77
270,85
268,91
266,97
265,103
263,110
262,113
260,121
259,128
255,137
253,143
251,150
250,156
247,163
245,169
244,177
241,187
239,192
237,200
235,206
234,211
232,219
230,224
228,229
225,234
222,238
219,242
215,247
210,251
205,256
200,260
195,263
190,267
185,271
180,274
174,279
166,285
161,289
156,293
148,299
140,305
136,308
133,311
127,315
125,317
122,319
117,322
113,326
109,330
104,333
100,336
96,339
92,342
89,344
85,347
81,350
76,353
74,356
71,359
67,360
64,363
60,365
57,369
55,371
51,373
47,375
44,378
41,381
38,383
38,383
35,386
32,388
28,390
26,392
21,395
19,397
17,400
12,403
9,405
6,408
2,410
1,412
163,296
163,299
163,305
165,310
165,317
166,322
166,329
167,333
168,338
168,344
168,349
170,356
171,361
171,367
171,373
171,378
171,383
172,389
173,395
175,401
176,406
178,413
180,417
183,423
185,430
186,436
187,444
187,450
187,454
188,461
188,469
189,476
189,482
189,488
191,495
192,500
191,508
193,514
193,520
194,527
195,534
194,538
195,546
196,551
196,560
196,566
196,573
196,580
196,585
196,592
196,595
197,602
197,608
197,614
197,620
197,626
197,632
197,639
209,639
217,640
226,641
237,640
192,639
185,640
179,641
172,642
167,643
160,644
159,285
157,280
152,274
147,269
143,262
138,255
134,249
130,243
125,239
122,234
119,230
116,226
111,219
108,216
106,212
103,208
99,204
96,199
91,194
89,190
86,187
84,183
82,178
80,175
78,170
75,164
74,158
72,153
69,147
67,142
65,137
62,128
370, 649
364, 660
500, 441
499, 450
499, 459
501, 475
503, 490
503, 500
503, 510
504, 521
503, 537
503, 551
503, 562
505, 574
506, 436
521, 438
533, 438
551, 438
565, 439
573, 437
589, 438
601, 440
617, 440
631, 440
651, 440
675, 442
696, 442
9, 6
14, 15
17, 24
24, 33
27, 44
32, 56
37, 71
42, 88
47, 100
55, 115
61, 129
66, 144
71, 157
76, 171
83, 184
89, 191
97, 201
107, 217
116, 227
125, 236
131, 245
138, 256
145, 264
452,432
448,255
445,138
445,90
400,31
441,24
163,287
140,303
69,356
402,586
440,513
60,117
85,181
132,245
485,199
494,356
452,354
669,30
506,27
269,88
