327, 293
346, 290
352, 300
338, 312
321, 308
324, 321
332, 329
278, 241
278, 223
305, 212
305, 235
179, 173
193, 164
210, 91
230, 74
413, 139
433, 131
59, 246
77, 243
419, 387
424, 373
414, 428
408, 451
45, 472
69, 463
264, 624
250, 614
141, 591
331, 159
348, 173
2,3
79,10
104,11
129,64
111,98
63,115
71,156
43,190
35,244
8,261
60,259
83,233
103,289
23,297
24,345
113,312
171,1
362,5
488,5
492,66
497,136
507,188
518,261
502,315
522,360
531,416
544,485
549,535
515,572
526,605
529,647
423,661
415,592
496,542
502,413
463,335
473,292
493,214
450,91
430,149
341,155
250,120
179,24
325,35
390,40
374,99
289,81
362, 348
369, 349
386, 381
371, 329
378, 325
427, 370
426, 377
438, 323
309, 382
311, 389
312, 344
320, 352
459, 312
477, 306
471, 312
374, 224
365, 202
362, 209
352, 248
360, 252
255, 369
347, 417
352, 422
306, 454
512, 378
297, 246
508, 416
492, 226
504, 266
510, 261
317, 378
273, 365
408, 452
415, 431
409, 433
218, 272
309, 215
306, 222
515, 414
503, 383
501, 364
501, 367
479, 317
375, 380
332,291
341,289
356,297
355,300
350,302
349,310
341,315
330,312
334,320
336,325
337,334
335,331
327,329
325,327
320,323
317,318
313,312
313,306
329,304
339,303
331,295
325,296
321,296
323,303
341,293
352,294
363,289
366,300
358,312
351,319
349,314
330,318
338,313
329,333
334,339
260,247
269,243
270,239
273,224
277,217
291,223
284,223
280,239
285,233
294,249
301,243
296,244
300,236
310,232
305,221
315,219
311,212
305,207
363,252
362,248
351,251
345,252
357,220
352,215
350,221
346,215
357,204
357,198
369,197
368,201
362,212
371,208
366,219
373,225
340,231
241,230
246,251
263,236
184,175
181,173
192,167
200,163
199,159
195,174
214,173
205,180
198,184
200,180
221,175
216,178
237,170
228,170
227,165
173,173
317,377
312,382
319,381
304,397
302,399
279,366
270,367
266,361
318,351
311,347
301,344
258,370
253,369
228,370
220,376
205,395
209,401
268,434
263,440
359,416
357,423
353,427
352,421
348,418
348,413
341,413
342,405
343,398
378,393
375,390
385,385
387,378
387,383
381,383
373,381
389,366
387,364
393,357
392,354
382,353
381,357
378,357
372,354
372,348
373,344
368,344
365,350
361,352
361,348
339,381
350,432
346,438
343,439
344,446
311,459
307,457
305,456
311,451
313,440
300,446
297,442
293,446
330,480
335,476
338,471
341,467
456,353
457,348
427,368
425,375
419,380
426,386
471,376
508,371
504,373
512,379
502,384
500,367
515,355
515,347
508,340
517,418
510,417
505,414
516,409
505,407
513,399
484,397
480,391
478,395
421,432
418,427
412,432
395,455
387,461
385,466
410,476
414,466
550,512
548,498
546,488
540,480
532,479
528,620
524,626
518,637
515,642
510,623
513,616
506,614
505,622
5,5
4,661
605,628
603,13
12,57
8,146
9,203
11,253
75,239
76,42
95,288
74,283
67,442
52,456
