575, 182
577, 200
566, 215
585, 214
586, 192
592, 175
598, 171
586, 101
597, 131
607, 114
607, 125
599, 163
597, 190
595, 218
587, 228
579, 240
596, 253
595, 244
591, 242
598, 225
614, 209
651, 133
672, 133
684, 137
646, 251
652, 263
658, 273
658, 253
655, 244
659, 245
660, 256
548, 177
534, 172
545, 168
537, 159
549, 157
552, 104
557, 110
545, 114
546, 98
546, 105
608, 138
609, 143
606, 143
613, 146
582, 245
539, 178
606, 118
164, 421
171, 421
179, 417
185, 415
190, 413
176, 422
184, 436
192, 430
196, 427
141, 332
243, 423
653,6
584,92
522,97
535,185
555,221
592,281
632,327
619,376
572,369
580,423
605,474
649,494
628,558
626,623
616,652
685,656
718,631
710,526
711,423
712,327
705,213
706,62
705,15
677,8
140,376
206,303
178,398
210,454
238,481
292,523
337,556
298,610
266,639
215,650
165,642
186,564
184,503
170,460
134,505
110,531
116,563
112,595
108,644
63,642
14,606
22,550
70,503
97,482
90,433
113,391
139,382
614, 72
614, 79
610, 88
599, 85
591, 87
613, 97
610, 104
607, 118
597, 125
597, 113
598, 102
587, 111
588, 132
604, 134
610, 141
597, 147
601, 157
593, 161
592, 175
607, 173
596, 184
593, 197
604, 196
614, 201
614, 213
600, 212
590, 221
602, 228
619, 228
611, 234
600, 246
587, 247
577, 243
578, 220
577, 198
558, 198
537, 181
535, 168
547, 174
541, 195
571, 177
557, 156
534, 153
524, 135
545, 96
542, 109
559, 99
555, 114
570, 114
574, 126
547, 108
558, 121
586, 122
601, 119
608, 134
586, 142
571, 170
549, 177
200, 472
218, 466
196, 437
209, 569
177, 593
216, 616
653, 599
664, 621
678, 507
694, 523
686, 297
651, 288
657, 243
580, 243
552, 230
603, 196
689, 152
659, 146
694, 90
653, 86
692, 36
667, 14
101, 116
29, 113
62, 215
527, 605
547, 651
582, 658
372, 473
534, 152
473, 234
476, 215
647,646
514,40
522,106
522,46
535,161
555,160
572,44
576,10
577,17
578,56
582,173
584,11
585,195
587,195
595,220
597,189
598,189
600,172
602,214
615,191
629,190
633,269
643,307
645,297
653,290
662,146
712,264
598,191
559,241
565,248
576,244
595,256
565,259
552,260
559,325
716,188
716,197
716,207
716,223
719,226
658,573
715,546
640,644
714,657
717,665
650,545
432,262
493,252
420,295
382,439
345,452
353,446
180,590
221,624
120,571
93,606
236,584
187,428
75,583
221,653
216,350
474, 234
483, 232
458, 278
484, 283
566, 215
602, 295
611, 154
579, 177
582, 173
557, 187
650, 247
595, 193
597, 193
599, 194
601, 195
606, 202
594, 197
597, 185
601, 180
594, 178
608, 177
608, 175
612, 184
610, 186
603, 186
599, 186
591, 187
590, 191
589, 198
597, 202
602, 206
592, 204
588, 204
598, 206
600, 198
600, 205
592, 200
594, 200
602, 200
610, 198
614, 206
608, 206
614, 207
590, 211
588, 178
586, 176
599, 176
609, 183
595, 186
594, 181
606,116
605,138
607,160
550,156
533,159
524,129
544,101
559,101
547,118
561,173
539,174
544,206
567,217
654,140
646,122
706,135
684,125
695,133
657,246
550,263
633,303
601,296
657,298
657,397
617,403
581,377
697,394
715,626
715,603
714,584
714,558
199,425
189,433
183,408
179,396
136,465
134,454
196,466
215,523
245,422
275,424
141,333
151,329
155,264
146,251
580,134
616,128
622,138
603,169
597,142
586,173
564,173
544,170
564,198
582,211
594,230
616,180
628,154
689,156
686,124
667,127
648,129
623,117
628,96
611,108
600,111
571,119
651,248
676,246
173,410
188,420
188,429
200,437
205,448
217,457
221,464
158,363
166,360
170,367
175,360
175,369
176,373
177,378
178,385
182,396
183,401
252,333
243,329
245,327
245,334
193,324
189,332
186,339
154,264
142,251
136,299
145,334
467,269
461,269
461,277
540,168
546,195
555,210
555,248
584,251
596,275
601,298
658,304
680,282
662,251
618,235
609,190
606,150
599,127
574,121
557,104
541,103
621,94
664,70
698,30
692,90
682,115
671,133
701,153
691,183
596,383
667,355
696,361
691,390
639,408
627,402
690,501
712,531
706,573
711,619
708,638
681,652
674,617
677,587
687,528
202,495
213,466
204,452
194,423
188,405
183,404
183,436
198,476
241,623
231,624
218,624
216,589
229,587
239,581
189,581
180,592
173,611
163,664
135,647
146,633
175,602
269,532
282,524
217,522
212,529
215,473
229,464
228,455
203,478
199,501
152,492
135,467
123,465
116,461
118,454
113,475
116,469
200,506
220,491
218,487
224,484
236,478
249,471
256,541
248,550
275,547
265,556
297,563
301,558
319,550
318,573
326,580
217,653
202,659
202,650
224,642
243,642
240,638
207,639
201,643
188,641
124,633
130,618
117,633
121,641
328,646
330,642
330,631
356,636
363,633
402,620
402,630
408,637
404,646
411,654
389,623
384,623
372,623
398,583
403,571
382,473
379,473
369,488
360,491
389,514
403,500
410,506
381,515
382,534
265,479
222,462
213,462
198,444
210,436
196,466
194,431
200,422
200,422
188,413
181,418
181,401
169,402
165,378
178,371
177,360
166,353
162,348
242,288
433,333
432,318
437,310
426,306
408,393
410,379
399,405
395,416
237,282
462,289
456,278
467,271
461,269
486,280
476,237
484,228
469,242
467,226
479,229
478,211
471,212
546,206
542,196
542,184
541,180
533,175
535,168
547,168
539,161
535,160
540,152
533,147
530,137
528,125
524,119
434,158
546,105
550,263
576,259
582,251
583,246
568,248
563,230
562,242
550,232
568,219
589,217
