575, 182
577, 200
566, 215
585, 214
586, 192
592, 175
598, 171
586, 101
597, 131
607, 114
607, 125
599, 163
597, 190
595, 218
587, 228
579, 240
596, 253
595, 244
591, 242
598, 225
614, 209
651, 133
672, 133
684, 137
646, 251
652, 263
658, 273
658, 253
655, 244
659, 245
660, 256
548, 177
534, 172
545, 168
537, 159
549, 157
552, 104
557, 110
545, 114
546, 98
546, 105
608, 138
609, 143
606, 143
613, 146
582, 245
539, 178
606, 118
164, 421
171, 421
179, 417
185, 415
190, 413
176, 422
184, 436
192, 430
196, 427
141, 332
243, 423
